StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q21,Q21_DO,Q22,Q22_DO,Q23,Q23_DO,Q24,Q24_DO,Q25,Q25_DO,Q26,Q26_DO,Q27,Q27_DO,Q28,Q28_DO,Q29,Q29_DO,Q30,Q30_DO,Q31,Q31_DO,Q32,Q32_DO,Q33,Q33_DO,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q37_DO,Q38,Q38_DO,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q45_DO,Q46,Q46_DO,Q47,Q47_DO,Q48,Q48_DO,Q49,Q49_DO,Q50,Q50_DO,Q51,Q51_DO,Q52,Q52_DO,Q53,Q53_DO,Q54,Q54_DO,Q55,Q55_DO,Q56,Q56_DO,Q10,Q11,Q12,Q13,SC0,PROLIFIC_PID,block_order_1,block_order_2,block_order_3,block_order_4,block_order_5,block_order_6,Block1_DO,Block2_DO,Block3_DO,Block4_DO,Block5_DO,Block6_DO
7/26/2020 9:39:05,7/26/2020 9:45:43,0,79.121.45.38,100,398,1,7/26/2020 9:45:44,R_294ayAZ2T05457K,,,,,47.6880035400390625,17.639007568359375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,6,5|6|1|4|7,,,,,,,,,,,10,10|11|8|9|7,,,,,,,,,,,7,1|4|7|5|6,,,,,,,7,,5,4|6|1|7|5,,,,,,,,,,,5,7|4|5|1|6,,,,,,,,,,,1,1,2,5-6,3,5ecf7cc3f50eea1fbefda0fa,1,4,6,3,2,5,Q25,Q31,Q37,Q43,Q45,Q51
7/26/2020 9:38:31,7/26/2020 9:45:47,0,83.46.227.103,100,436,1,7/26/2020 9:45:48,R_2V9E49fiOlg3tBu,,,,,38.877899169921875,-6.9705963134765625,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,5,4|5|6|1|7,,,,,,,,,,,,,,,9,11|1|10|8|9,,,,,,,6,7|1|6|5|4,,,,,,,,,,,,11,,,,,,,,,,,,,4,6|4|7|1|5,,,,,,,6,6|4|7|5|1,,,,,,,3,1,5,10,2,5f08b23ac6db570fef276d2e,1,5,6,2,3,4,Q21,Q29,Q33,Q40,Q49,Q53
7/26/2020 9:38:57,7/26/2020 9:45:50,0,148.63.166.64,100,413,1,7/26/2020 9:45:50,R_1FncOJJrCHtmsdY,,,,,41.2906036376953125,-8.2136993408203125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,7|5|6|1|4,,,,,,,,,,,8,11|10|8|7|9,5,5|1|6|7|4,,,,,,,,,,,,,,,6,,5,7|4|5|6|1,,,,,,,,,,,,,,,,,,,6,6|4|1|5|7,,,2,1,3,4,5,5d24b93d71f10500194f1fba,6,2,5,4,3,1,Q26,Q32,Q33,Q43,Q45,Q55
7/26/2020 9:42:25,7/26/2020 9:46:00,0,188.220.92.150,100,214,1,7/26/2020 9:46:00,R_3kgKZVdQ87xFFKA,,,,,51.3939971923828125,-2.32269287109375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,4,6|5|4|7|1,,,,,,,,,,,1,9|10|8|1|11,,,,,,,,,6,1|4|5|7|6,,,,,,,,,,,,7,,,,,,,,,,,,,5,5|7|1|6|4,,,,,,,6,1|7|6|5|4,,,,,3,2,3,4 minutes,3,5f001a2d0b6653114dd57c63,1,6,2,3,4,5,Q23,Q29,Q34,Q42,Q50,Q54
7/26/2020 9:39:29,7/26/2020 9:46:12,0,72.141.169.97,100,403,1,7/26/2020 9:46:12,R_2tDSxsY4MIX5n9g,,,,,43.7592926025390625,-79.52239990234375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,6,5|4|7|6|1,,,,,,,,,,,,,,,,,,,8,11|10|9|8|7,5,6|1|7|5|4,,,,,,,,,,,,,,6,,,5,5|6|1|4|7,,,,,,,,,,,,,,,,,,,6,5|7|6|1|4,,,3,1,5,8,5,5ea9c91de3583b11f139f8f4,4,5,3,6,1,2,Q22,Q32,Q33,Q42,Q45,Q55
7/26/2020 9:41:39,7/26/2020 9:46:14,0,92.12.77.87,100,275,1,7/26/2020 9:46:14,R_1daTanMyrjcYyvm,,,,,51.564605712890625,0.0897979736328125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,5,7|5|6|4|1,,,,,,,,,,,,,8,7|11|9|8|10,,,,,,,,,4,5|7|1|4|6,,,,,,,,6,,,,,,,,,,,,,5,5|4|7|1|6,,,6,1|5|4|6|7,,,,,,,,,4,2,3,5,3,5ebd3efa19f000000b53592f,5,6,3,4,1,2,Q24,Q31,Q36,Q42,Q50,Q52
7/26/2020 9:41:40,7/26/2020 9:46:25,0,87.221.131.160,100,284,1,7/26/2020 9:46:25,R_3kNA2HOZiLegO7s,,,,,38.9967041015625,-1.8560943603515625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,7,6|5|7|1|4,,,,,,,,,,,8,11|7|10|8|9,,,,,,,,,,,7,1|7|6|4|5,,,,,,,,,7,,5,4|1|7|6|5,,,,,,,,,,,,,,,6,4|6|5|7|1,,,,,,,2,2,3,6,4,5ebdc302741dac0fcb699c29,2,1,5,3,4,6,Q24,Q30,Q36,Q43,Q45,Q53
7/26/2020 9:39:54,7/26/2020 9:46:26,0,188.146.98.192,100,391,1,7/26/2020 9:46:26,R_OqzAQhxaeOYMM4V,,,,,52.2642059326171875,20.9911956787109375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,6|4|5|1|7,,,8,4|10|8|9|11,,,,,,,,,,,6,6|7|4|1|5,,,,,,,,,9,,,,,,,,,,5,6|5|7|4|1,,,,,,,,,,,,,,,6,5|7|4|6|1,,,2,1,2,4,4,5eb5123206340e38f179de1b,4,5,3,6,1,2,Q26,Q28,Q34,Q39,Q47,Q55
7/26/2020 9:37:37,7/26/2020 9:46:31,0,72.53.135.248,100,533,1,7/26/2020 9:46:31,R_279k2a5SwCOHRGm,,,,,45.5937042236328125,-73.23239898681640625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,5,7|6|1|4|5,,,,,,,,,,,8,4|11|10|8|9,,,,,,,,,,,,,,,,,,,1,6|1|7|5|4,,,,,1,,,,5,1|6|7|5|4,,,,,,,,,,,,,,,,,6,4|6|5|7|1,,,2,2,2,6,3,5ec6c5fabd8f960f0c407b91,2,3,6,1,4,5,Q22,Q28,Q38,Q43,Q46,Q55
7/26/2020 9:41:22,7/26/2020 9:46:34,0,196.192.176.26,100,311,1,7/26/2020 9:46:34,R_2Ebi2urTSHi8nmo,,,,,-26.23089599609375,28.0583038330078125,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,,,,6,6|7|4|1|5,,,,,,,,,,,,,,,8,10|8|7|9|11,,,,,,,,,,,,,1,7|5|6|4|1,,9,,,,,,,,,,,,,,,5,6|1|5|4|7,,,1,5|7|6|4|1,,,,,,,,,2,2,3,10,3,5edd2c7ee923bea284fdb9f0,1,2,6,4,5,3,Q23,Q31,Q38,Q40,Q50,Q52
7/26/2020 9:37:51,7/26/2020 9:46:34,0,81.101.29.186,100,522,1,7/26/2020 9:46:34,R_2CNeXgLbn8N2EbV,,,,,53.4235992431640625,-2.3112945556640625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,6,6|1|5|4|7,,,,,,,,,,,,,,,,,8,10|8|7|9|11,,,,,,,,,,,,,5,4|7|5|6|1,,,7,,,,,,5,4|5|6|1|7,,,,,,,,,,,,,,,,,6,1|4|5|7|6,,,3,2,2,6,6,5ed3ca10d793c9367bb25559,4,1,2,3,6,5,Q22,Q31,Q38,Q41,Q46,Q55
7/26/2020 9:38:35,7/26/2020 9:46:44,0,217.129.139.98,100,489,1,7/26/2020 9:46:45,R_1dMpQb1chTKS0DA,,,,,40.6443023681640625,-8.6454925537109375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,6|5|7|4|1,12,13|14|1|15|12,,,,,,,,,,,,,,,5,1|6|7|4|5,,,,,,,,,,7,,,,,,,,,5,4|1|5|6|7,,,,,,,,,,,,,,,6,7|5|6|1|4,3,2,7,5,6,5edfb48e375a0d2a740a02c3,4,5,1,2,6,3,Q26,Q27,Q35,Q42,Q48,Q56
7/26/2020 9:37:36,7/26/2020 9:46:45,0,89.64.36.103,100,548,1,7/26/2020 9:46:45,R_1ojWVY9rYlCEZHI,,,,,50.0565032958984375,19.98150634765625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,6|1|4|5|7,,,,,,,8,11|9|7|8|10,,,,,,,4,7|6|4|1|5,,,,,,,,,,,,,4,,,,,,5,7|5|4|6|1,,,,,,,,,,,6,4|7|1|6|5,,,,,,,2,1,2,9,4,5f11ad6af6546b04abdba29f,2,3,6,5,1,4,Q26,Q30,Q34,Q43,Q47,Q53
7/26/2020 9:39:40,7/26/2020 9:46:45,0,94.60.60.238,100,424,1,7/26/2020 9:46:45,R_2rOsySQ1uOPmy3N,,,,,41.1486053466796875,-8.610992431640625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,4|7|6|1|5,,,,,8,1|10|8|11|9,,,,,,,5,5|1|4|7|6,,,,,,,,,,,,10,,,,,,,,,5,4|7|5|1|6,,,,,,,,,6,4|7|6|5|1,,,,,,,,,2,1,6,5,5,5c257d27da51990001e278db,2,4,1,6,5,3,Q26,Q29,Q33,Q40,Q47,Q52
7/26/2020 9:40:35,7/26/2020 9:46:46,0,31.52.114.136,100,371,1,7/26/2020 9:46:46,R_pzwjMeW9zrk3ixz,,,,,56.529205322265625,-3.074493408203125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,1,4|5|6|7|1,,,,,,,,,,,8,11|10|8|9|7,,,,,,,,,,,,,4,6|1|4|7|5,,,,,,,,5,,,5,7|5|1|4|6,,,,,,,,,,,,,,,,,6,1|5|6|7|4,,,2,1,5,10,3,57843b986475d400015a8e45,2,6,5,3,4,1,Q24,Q30,Q37,Q44,Q46,Q55
7/26/2020 9:44:40,7/26/2020 9:46:54,0,82.44.217.36,100,134,1,7/26/2020 9:46:55,R_1P2ebwIijKTX0j5,,,,,55.9409027099609375,-3.2938995361328125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,6|1|4|7|5,,,,,,,,,,,10,7|10|8|9|11,,,,,7,4|7|5|6|1,,,,,,,,,,,5,,,,,,,,4,4|1|7|6|5,,,,,,,6,4|1|7|5|6,,,,,,,,,3,2,2,3,2,5ee0a3bc2f43f70568e950a3,1,6,2,3,5,4,Q26,Q32,Q35,Q43,Q48,Q52
7/26/2020 9:42:26,7/26/2020 9:46:57,0,86.63.98.45,100,270,1,7/26/2020 9:46:57,R_1jwy6ovrqpQZhSH,,,,,53.149200439453125,16.74609375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,5,6|1|7|4|5,,,,,,,,,,,,,,,8,9|11|10|8|7,,,,,,,5,1|7|5|4|6,,,,,,,,,,,,7,,,,,,,5,1|4|6|7|5,,,,,,,,,,,,,6,1|7|6|4|5,,,,,2,1,2,like 5,5,5ec3022338a19e143412435f,1,2,3,5,6,4,Q22,Q30,Q34,Q42,Q47,Q54
7/26/2020 9:40:48,7/26/2020 9:46:58,0,80.103.116.249,100,369,1,7/26/2020 9:46:58,R_1LFFPn7LSR7DamY,,,,,41.2799072265625,1.973297119140625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,4,5|4|7|6|1,,,,,,,,,,,,,,,,,8,11|9|10|7|8,,,,,5,1|6|5|4|7,,,,,,,,,,,,6,,,,,,,5,5|6|4|1|7,,,,,,,6,6|1|5|4|7,,,,,,,,,,,2,1,2,4,4,5dc0077fd819104566394afa,5,3,6,4,2,1,Q22,Q31,Q34,Q42,Q47,Q51
7/26/2020 9:41:48,7/26/2020 9:47:04,0,92.4.241.225,100,315,1,7/26/2020 9:47:04,R_29nUoB6Ytc46kMZ,,,,,52.1576995849609375,-0.699493408203125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,1,6|4|5|1|7,,,,,,,,,,,8,10|7|9|11|8,,,,,,,,,,,5,4|7|1|5|6,,,,11,,,,,,,5,7|4|6|5|1,,,,,,,,,6,1|5|4|7|6,,,,,,,,,,,2,1,5,6,5,5c71a60d28b40f0001f07657,1,6,2,4,3,5,Q25,Q31,Q37,Q40,Q46,Q51
7/26/2020 9:44:10,7/26/2020 9:47:04,0,93.215.221.51,100,174,1,7/26/2020 9:47:05,R_1K2aHC3KxW2T8nB,,,,,49.8368072509765625,7.8647003173828125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,1|4|6|7|5,,,,,,,,,7,9|8|7|10|11,,,,,,,,,,,,,1,7|4|5|1|6,,,4,,,,,,,,1,6|7|4|5|1,,,,,,,,,,,,,,,,,4,4|6|7|1|5,3,1,3,3,1,5adb5107f6b58c0001fa3533,3,2,5,4,1,6,Q26,Q31,Q38,Q41,Q47,Q56
7/26/2020 9:42:32,7/26/2020 9:47:07,0,88.106.6.148,100,275,1,7/26/2020 9:47:08,R_3fvfV82a2hrhaSw,,,,,53.480194091796875,-2.18670654296875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,5,5|4|7|6|1,,,,,,,,,,,12,12|1|14|15|13,,,,,,,,,,,,,,,5,1|7|4|6|5,,,,,,,,9,,,,,,,,,,,5,1|7|6|5|4,,,,,6,1|6|4|7|5,,,,,,,,,,,3,,6,5,4,5ee66b081fb73f3dd35cdae3,3,1,5,4,6,2,Q21,Q27,Q35,Q40,Q48,Q51
7/26/2020 9:40:41,7/26/2020 9:47:09,0,83.9.209.245,100,388,1,7/26/2020 9:47:10,R_2QM1Nucwp466aJV,,,,,52.027801513671875,23.1154022216796875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,6|5|7|4|1,,,,,,,,,,,8,7|8|9|11|10,,,,,,,5,4|6|7|1|5,,,,,,,,,6,,,,,,,,,,5,4|7|5|6|1,,,,,,,,,6,6|7|4|1|5,,,,,2,1,2,5-10,5,5e99c5be1a0c87028c125183,6,1,5,2,3,4,Q26,Q32,Q36,Q43,Q49,Q54
7/26/2020 9:41:14,7/26/2020 9:47:10,0,67.233.106.255,100,355,1,7/26/2020 9:47:10,R_1lgj6FeoywX2u36,,,,,37.893096923828125,-78.33860015869140625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,6,4|7|5|6|1,,,,,,,,,,,,,,,8,9|11|10|7|8,,,,,,,,,5,5|7|6|4|1,,,,,7,,,,,,,,,,,,5,6|5|1|7|4,,,,,,,,,6,7|6|4|1|5,,,,,2,1,4,3,6,5e91350e16b81046df5dcf52,2,6,5,1,3,4,Q24,Q32,Q37,Q41,Q49,Q54
7/26/2020 9:42:39,7/26/2020 9:47:16,0,2.82.116.168,100,277,1,7/26/2020 9:47:16,R_1gIN8jC8L5jk12o,,,,,41.145294189453125,-8.529296875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,7,6|7|4|1|5,,,,,,,,,,,,,8,9|7|8|11|10,,,,,,,,,5,1|5|6|4|7,,,,,,,,4,,,,,,,,,,,5,6|1|5|4|7,,,,,,,,,,,,,6,4|7|1|5|6,2,1,2,7,4,5e82a86895c1fb8b91c05522,5,6,3,4,1,2,Q24,Q31,Q36,Q42,Q49,Q56
7/26/2020 9:37:58,7/26/2020 9:47:23,0,45.65.65.18,100,564,1,7/26/2020 9:47:23,R_Du9mdcdCcrYH9u1,,,,,38.116302490234375,-1.3003997802734375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,4|5|1|6|7,,,,,,,,,8,7|8|10|11|9,,,,,,,,,,,5,5|7|6|1|4,,,11,,,,,,,,,,,,,,,,5,1|5|6|4|7,,,,,6,7|6|1|4|5,,,,,,,3,2,7,a little less than 10 minutes,5,5daec9633990ed0014564662,1,5,2,6,3,4,Q26,Q31,Q37,Q39,Q50,Q53
7/26/2020 9:38:45,7/26/2020 9:47:27,0,84.52.185.208,100,521,1,7/26/2020 9:47:27,R_3LX6b1vCYYc2WSA,,,,,46.36920166015625,14.1136016845703125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,7|4|1|5|6,,,,,,,,,8,9|7|10|8|11,,,,,,,,,,,5,1|7|6|5|4,,,,,,6,,,5,4|6|7|5|1,,,,,,,,,,,,,,,,,,,6,1|6|7|5|4,,,2,2,2,5,5,5ef1d682103d8201cd945410,6,4,5,1,2,3,Q26,Q31,Q37,Q42,Q45,Q55
7/26/2020 9:43:59,7/26/2020 9:47:27,0,47.62.175.51,100,207,1,7/26/2020 9:47:27,R_vdH5EvsT4UddsJP,,,,,36.537994384765625,-4.62750244140625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,5,1|7|5|6|4,,,,,,,,,,,,,9,10|7|11|8|9,,,,,,,,,1,4|5|6|1|7,,,,,,6,,,,,6,7|6|5|4|1,,,,,,,,,6,4|1|6|7|5,,,,,,,,,,,3,2,7,3,1,5ecccc875f9dd88be1cc5ae7,1,5,6,2,4,3,Q25,Q32,Q37,Q42,Q46,Q51
7/26/2020 9:37:44,7/26/2020 9:47:28,0,184.146.182.158,100,583,1,7/26/2020 9:47:28,R_2VPWSenLnFGo3NY,,,,,43.701202392578125,-79.38770294189453125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,6,1|7|6|5|4,,,,,12,1|15|13|14|12,,,,,,,,,,,,,,,5,6|1|5|7|4,,,,,,,,,,7,,,,,,,5,5|7|6|1|4,,,,,,,,,,,,,,,,,6,7|4|6|5|1,7,1,3,5,6,5e86c11942701c2ffda5d113,5,6,4,2,3,1,Q24,Q27,Q35,Q42,Q47,Q56
7/26/2020 9:41:38,7/26/2020 9:47:31,0,94.65.235.72,100,353,1,7/26/2020 9:47:31,R_wN0B9xD2yLNJbZT,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,1,6|5|1|7|4,13,14|12|1|15|13,,,,,,,,,,,4,7|6|5|1|4,,,,,,,,,,,,10,,,,,,,,,,,5,5|6|4|1|7,,,,,,,,,,,,,6,1|4|6|5|7,,,4,1,2,3,2,5cc4ba84ef83da0016cffaa9,4,1,6,3,2,5,Q26,Q27,Q33,Q40,Q48,Q55
7/26/2020 9:42:19,7/26/2020 9:47:37,0,79.13.84.78,100,318,1,7/26/2020 9:47:37,R_2SxkOAMktfqFqqu,,,,,40.85260009765625,14.26849365234375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,1,1|4|6|5|7,,,,,,,,,,,,,10,9|8|11|10|1,,,,,,,4,1|5|4|6|7,,,,,,,,,,,,,,,,4,,,,,,,,,5,7|5|4|6|1,,,,,,,,,,,,,6,5|4|7|1|6,3,2,5,5,2,5c129f53c27527000196c925,1,4,2,5,3,6,Q22,Q29,Q33,Q44,Q49,Q56
7/26/2020 9:42:39,7/26/2020 9:47:38,0,176.248.251.195,100,299,1,7/26/2020 9:47:38,R_cCNiU5PCKOrrug1,,,,,51.6027069091796875,-0.1719970703125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,5,6|7|4|5|1,,,,,,,,,12,14|12|1|13|15,,,,,,,,,,,,,,,,,,,5,5|7|4|1|6,,,,11,,,,,,,,,,,5,5|7|1|6|4,,,,,,,,,,,6,7|4|5|6|1,,,,,3,2,7,7,5,5e7e08e1dd6f1a49f2c211cb,4,5,2,6,1,3,Q22,Q27,Q37,Q40,Q48,Q54
7/26/2020 9:42:48,7/26/2020 9:47:39,0,37.152.209.242,100,291,1,7/26/2020 9:47:39,R_2VNOs5yT4QsuhpC,,,,,55.002105712890625,-1.628692626953125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,1,6|7|1|5|4,,,,,,,,,,,,,8,11|8|10|7|9,,,,,,,,,,,,,,,5,6|1|7|5|4,,,,,6,,,,,,,,5,4|6|7|1|5,,,,,,,,,,,,,6,5|4|6|7|1,,,5,2,5,5,4,5e529e9ad9a7ea2ab55835f2,5,4,2,1,6,3,Q23,Q30,Q38,Q43,Q48,Q55
7/26/2020 9:43:50,7/26/2020 9:47:39,0,85.75.77.9,100,228,1,7/26/2020 9:47:40,R_Op80xhuAtesI6D7,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,1,1|6|5|4|7,,,,,,,,,,,8,11|10|9|7|8,,,,,,,,,6,7|4|1|5|6,,,,,,,6,,,,,,,,5,5|4|7|1|6,,,,,,,,,,,6,6|1|4|7|5,,,,,,,2,1,5,7,3,5deef5412dc5c65901b17bef,2,4,1,6,5,3,Q25,Q31,Q36,Q41,Q47,Q53
7/26/2020 9:43:26,7/26/2020 9:47:42,0,109.196.0.1,100,255,1,7/26/2020 9:47:42,R_28MM82qdZd6jbMM,,,,,52.42449951171875,19.460601806640625,anonymous,EN,0.300000000000000000000000000000000000000000000000000000,,,,,,,,,,,4,7|1|4|6|5,,,,,,,8,8|9|7|10|11,,,,,7,7|1|6|4|5,,,,,,,,,,,12,,,,,,,,,,1,1|7|6|4|5,,,,,,,,,,,6,5|6|7|1|4,,,,,,,2,1,9,3,3,5e01325515ef40d2db1133ea,3,1,5,2,4,6,Q26,Q30,Q33,Q39,Q47,Q53
7/26/2020 9:36:08,7/26/2020 9:47:43,0,89.153.253.169,100,695,1,7/26/2020 9:47:43,R_qO2qSd3PwKos0RX,,,,,41.184600830078125,-8.4618988037109375,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,,,,,,,,6,7|5|4|6|1,,,,,8,11|8|9|10|4,,,,,,,,,,,,,,,,,5,1|4|6|7|5,,,,,,,,7,,,5,5|7|6|1|4,,,,,,,,,,,,,,,,,6,6|7|1|5|4,,,2,1,2,10,6,5ec2db0025710a10cf4966ec,1,6,4,3,5,2,Q25,Q28,Q37,Q44,Q46,Q55
7/26/2020 9:36:04,7/26/2020 9:47:49,0,189.144.81.109,100,705,1,7/26/2020 9:47:50,R_2vet89vtsbWfvdb,,,,,19.4810943603515625,-99.14170074462890625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,5,5|6|7|4|1,,,,,,,8,11|10|8|1|9,,,,,,,1,5|1|6|7|4,,,,,,,,,,,,,,,7,,,,,,5,1|6|5|7|4,,,,,,,,,6,4|7|1|6|5,,,,,,,,,2,1,2,8,4,5eceffdf967c2c3253abc56c,2,3,5,4,1,6,Q25,Q29,Q33,Q43,Q47,Q52
7/26/2020 9:42:46,7/26/2020 9:47:52,0,87.196.31.54,100,305,1,7/26/2020 9:47:52,R_1Qrpwy4YN0ftHrs,,,,,41.453399658203125,-8.1638031005859375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,7,1|5|6|4|7,,,,,,,,,,,,,,,,,8,9|10|7|11|8,,,,,,,,,1,4|5|1|7|6,,,,,,,9,,,,,,5,6|4|7|1|5,,,,,,,,,,,,,,,,,,,6,5|6|7|4|1,,,2,2,1,4,3,5ee8c311b90cb31db14a10b4,2,3,6,4,5,1,Q21,Q30,Q35,Q39,Q45,Q55
7/26/2020 9:40:55,7/26/2020 9:47:55,0,83.23.241.85,100,420,1,7/26/2020 9:47:56,R_2Wx69mRO4k83JgL,,,,,54.4994049072265625,18.551300048828125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,7,4|1|5|6|7,,,,,,,,,,,,,8,7|10|8|11|9,,,,,,,,,,,,,,,5,7|1|4|5|6,,,,7,,,,,,,,,1,5|4|1|7|6,,,,,,,,,6,6|5|7|1|4,,,,,,,2,2,1,4,4,5ee4d27c6cb133047209064f,1,6,4,3,2,5,Q23,Q30,Q38,Q42,Q48,Q53
7/26/2020 9:42:01,7/26/2020 9:47:56,0,2.233.129.143,100,355,1,7/26/2020 9:47:57,R_6PS50vCHQSOrsch,,,,,45.4904937744140625,12.24249267578125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,4|1|7|5|6,,,,,8,1|11|8|9|10,,,,,,,,,,,5,7|5|1|6|4,,,,,,,11,,,,,,,,5,4|6|5|1|7,,,,,,,,,,,,,,,,,6,7|6|5|4|1,,,2,1,2,4,5,5db9e0044a8eb40431d5e782,5,3,2,6,4,1,Q26,Q29,Q35,Q39,Q46,Q55
7/26/2020 9:37:56,7/26/2020 9:48:00,0,169.0.218.238,100,604,1,7/26/2020 9:48:00,R_2zuSZ8oLR2IKEcW,,,,,-25.7570037841796875,28.1443023681640625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,1,6|1|7|5|4,,,14,14|13|1|15|12,,,,,,,,,,,,,,,7,1|6|7|4|5,,,,,,,,,6,,,,,,,,,,5,7|1|6|4|5,,,,,,,,,,,6,1|6|5|7|4,,,,,4,1,2,10,2,5eb3a734d249ac18a413063a,1,6,4,3,5,2,Q25,Q27,Q35,Q41,Q48,Q54
7/26/2020 9:44:56,7/26/2020 9:48:05,0,46.232.130.25,100,188,1,7/26/2020 9:48:05,R_bqOTF4HUtBt2zPH,,,,,51.2165069580078125,22.503997802734375,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,4,7|5|4|1|6,,,,,,,,,,,,,,,,,,,,,9,9|10|11|8|7,,,,,,,,,,,5,4|5|7|1|6,,,,,6,,,,,,,,,,,,5,7|5|6|4|1,4,7|6|4|1|5,,,,,,,,,,,2,1,5,idk,2,5e87653169fad1081a165532,5,1,3,2,4,6,Q21,Q32,Q38,Q43,Q50,Q51
7/26/2020 9:40:29,7/26/2020 9:48:08,0,83.6.29.53,100,458,1,7/26/2020 9:48:08,R_d74MDMJ9PnUAaiJ,,,,,52.2559967041015625,21.0034027099609375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,6,4|5|7|1|6,,,,,,,,,,,,,,,,,,,8,7|10|8|9|11,4,6|7|5|1|4,,,,,,,,,,,,,,,,4,,,,,,,,,5,1|5|7|6|4,,,,,,,6,4|7|5|1|6,,,,,,,2,1,2,8,4,5eb170206e577a07e9954c65,2,5,4,1,3,6,Q22,Q32,Q33,Q44,Q49,Q53
7/26/2020 9:42:25,7/26/2020 9:48:08,0,73.67.168.125,100,343,1,7/26/2020 9:48:09,R_2AMXT2SXw0yiCP3,,,,,44.627899169921875,-123.0592041015625,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,,,,,,,,1,4|1|6|5|7,,,15,1|15|12|13|14,,,,,,,,,,,,,7,7|6|4|1|5,,,,,,,,,,11,,,,,6,1|4|5|7|6,,,,,,,,,,,,,,,,,6,5|4|7|6|1,,,,,3,1,5,5,2,5ee8063e86c62b1003993c99,3,6,2,4,1,5,Q25,Q27,Q34,Q40,Q45,Q54
7/26/2020 9:39:00,7/26/2020 9:48:15,0,82.18.27.204,100,554,1,7/26/2020 9:48:16,R_3hncdRilkrtSNqW,,,,,52.61810302734375,-1.1804046630859375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,6,7|1|6|5|4,,,,,,,,,,,,,,,8,9|7|10|11|8,,,5,5|1|4|6|7,,,,,,,,,,,12,,,,,,,,5,1|4|7|5|6,,,,,,,,,,,6,5|4|7|6|1,,,,,,,,,2,1,5,8,6,5c770e63a2b09c0001a821cc,1,3,2,6,5,4,Q23,Q31,Q33,Q39,Q46,Q52
